ISO_639_3	Script	Base_Characters
kde	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
kdh	Latin	ABCDƉEƐFGHIƖJKLMNŊOƆPRSTUƱVWYZabcdɖeɛfghiɩjklmnŋoɔprstuʊvwyz
kdr	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯӦӰабвгдежзийклмнопрстуфхцчшщъыьэюяӧӱ
kea	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÃÇÈÉÊÍÒÓÔÕÚÜabcdefghijklmnopqrstuvwxyzàáâãçèéêíòóôõúü
kek	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz’
ket	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӃӇӘӨӶабвгдежзийклмнопрстуфхцчшщъыьэюяёӄӈәөӷ’
keu	Latin	ABCDEFGHIJKLMNOPRSTUVWYZabcdefghijklmnoprstuvwyzŊŋƆƉƎƐƖƱǝɔɖɛɩʊ
kfr	Gujarati	અઆઇઈઉઊઋપએઐઓઔકખગઘઙચછજઝઞટઠડઢણતથદધનફબભમયરલવશષસહળઽ
kgp	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÃÉÓĨỸabcdefghijklmnopqrstuvwxyzáãéóĩỹ
kha	Latin	ABKDEGHIÏJLMNÑOPRSTUWYabkdeghiïjlmnñoprstuwy
khk	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҮӨабвгдежзийклмнопрстуфхцчшщъыьэюяёүө
khm	Khmer	កខគឃងចឆជឈញដឋឌឍណតថទធនបផពភមយរលវសហឡអឥឦឧឩឪឫឬឭឮឯឰឱឲឳ
khq	Latin	ABCDEFGHIJKLMNOPQRSTUWXYZÃÕŊŠŽƝẼabcdefghijklmnopqrstuwxyzãõŋšžɲẽ
kik	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĨŊŨabcdefghijklmnopqrstuvwxyzĩŋũ
kin	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
kir	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҢҮӨабвгдежзийклмнопрстуфхцчшщъыьэюяёңүө
kiu	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÇÊǦÎŞÛabcdefghijklmnopqrstuvwxyzçêǧîşû
kjh	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁІҒҢӋӦӰабвгдежзийклмнопрстуфхцчшщъыьэюяёіғңӌӧӱ
kjj	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯӀӘабвгдежзийклмнопрстуфхцчшщъыьэюяӏә
kkh	Tham	ᨠᨡᩉᨦᨧᨨᨬᨭᨣᨤᨥᨩᨫᨮᨲᨳᨶᨸᨹᨺᨰᨱᨴᨵᨻᨽᨼᨾᩃᩁᩅᩆᩇᨿᩓᩈᩔᨪᩌᩊᨯᨷᩀᩋᩍᩎᩏᩐᩑᩒᩂᩄ
kkj	Latin	ABƁCDƊEƐFGHIJKLMNŊOƆPRSTUVWYÀÁÂÈÉÊÌÍÎÒÓÔÙÚÛabɓcdɗeɛfghijklmnŋoɔprstuvwyàáâèéêìíîòóôùúû
kkj	Latin	ABƁCDƊEƐFGHIJKLMNŊOƆPRSTUVWYZÀÁÂÈÉÊÌÍÎÒÓÔÙÚÛabɓcdɗeɛfghijklmnŋoɔprstuvwyzàáâèéêìíîòóôùúû
kln	Latin	ABCDEGHIJKLMNOPRSTUWYabcdeghijklmnoprstuwy
kmb	Latin	ABDEFHIJKLMNOPSTUVXZabdefhijklmnopstuvxz
kmr	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÇÊÎŞÛabcdefghijklmnopqrstuvwxyzçêîşû
kmr	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÇÊÎŞÛŁŇŘÜabcdefghijklmnopqrstuvwxyzçêîşûłňřü
kmr	Cyrillic	АБВГДЕӘЖЗЙКЛМНОӦПРСТУФХҺЧШЩЬЭԚԜабвгдеәжзйклмноӧпрстуфхһчшщьэԛԝ'
knf	Latin	ABCDEFGHIJKLMNOPRSTUWYabcdefghijklmnoprstuwyËÑÚëñúŊŋŞşŢţŦŧ
knn	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऽ
koi	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁІӦабвгдежзийклмнопрстуфхцчшщъыьэюяёіӧ
kon	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
koo	Latin	ABDEFGHIÏKLMNOPRSTUÜVWYZabdefghiïklmnoprstuüvwyz
kor	Hanja	丘串乃久乖九乞乫乾亂亘交京仇今介件价企伋伎伽佳佶侃來侊供係俓俱個倞倦倨假偈健傀傑傾僅僑價儆儉儺光克兢內公共其具兼冀冠凱刊刮券刻剋剛劇劍劒功加劤劫勁勍勘勤勸勻勾匡匣區南卦却卵卷卿厥去及口句叩叫可各吉君告呱呵咎咬哥哭啓喀喇喝喫喬嗜嘉嘔器囊困固圈國圭圻均坎坑坤坰坵垢基埼堀堅堈堪堺塊塏境墾壙壞夔奇奈奎契奸妓妗姑姜姦娘娜嫁嬌孔季孤宏官客宮家寄寇寡寬尻局居屆屈岐岡岬崎崑崗嵌嵐嶇嶠工巧巨己巾干幹幾庚庫康廊廐廓廣建弓强彊徑忌急怪怯恐恝恪恭悸愆感愧愷愾慊慣慤慨慶慷憩憬憾懃懇懦懶懼戈戒戟戡扱技抉拉拏拐拒拘括拮拱拳拷拿捏据捲捺掘掛控揀揆揭擊擎擒據擧攪攷改攻故敎救敢敬敲斛斤旗旣昆昑景晷暇暖暠暻曠曲更曷朗朞期机杆杞杰枏果枯架枸柑柩柬柯校根格桀桂桔桿梏梗械梱棄棋棍棘棨棺楗楠極槁構槐槨槪槻槿樂橄橋橘機檄檎檢櫃欄權欺款歌歐歸殼毆毬氣求江汨汲決汽沂沽洛洸浪涇淃淇減渠渴湳溝溪滑滾漑潔潰澗激濫灌灸炅炚炬烙烱煖爛牽犬狂狗狡狼獗玖玘珂珏珖珙珞珪球琦琨琪琯琴瑾璂璟璣璥瓊瓘瓜甄甘甲男畇界畸畺畿疆疥疳痂痙痼癎癩癸皆皎皐盖監看眷睾瞰瞼瞿矜矩矯硅硬碁碣磎磬磯磵祁祇祈祛祺禁禽科稈稼稽稿穀究穹空窘窟窮窺竅竟竭競竿筋筐筠箇箕箝管簡粳糠系糾紀納紘級紺絅結絞給絳絹絿經綱綺緊繫繭繼缺罐罫羅羈羌羔群羹翹考耆耉耕耭耿肌肝股肩肯肱胛胱脚脛腔腱膈膏膠臘臼舅舊舡艮艱芎芥芩芹苛苟苦苽茄莖菅菊菌菓菫菰落葛葵蓋蕎蕨薑藁藍藿蘭蘿虔蚣蛟蝎螺蠟蠱街衢衲衾衿袈袞袴裙裸褐襁襟襤見規覡覲覺觀角計記訣訶詭誇誡誥課諫諾謙講謳謹譏警譴谷谿豈貢貫貴賈購赳起跏距跨踞蹇蹶躬軀車軌軍軻較輕轎轟辜近迦迲适逑逕逵過遣遽邏那邯邱郊郎郡郭酪醵金鈐鈞鉀鉅鉗鉤銶鋸鋼錡錤錦錮鍋鍵鎌鎧鏡鑑鑒鑛開間閘閣閨闕關降階隔隙雇難鞏鞠鞨鞫頃頸顆顧飢餃館饉饋饑駒駕駱騎騏騫驅驕驚驥骨高鬼魁鮫鯤鯨鱇鳩鵑鵠鷄鷗鸞麒麴黔鼓龕龜
kpt	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУХЦЧШЩЪЫЬЭЮЯӀÃẼÕабвгдежзийклмнопрстухцчшщъыьэюяӏãẽõ
kpv	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁІӦабвгдежзийклмнопрстуфхцчшщъыьэюяёіӧ
kpy	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӃӇабвгдежзийклмнопрстуфхцчшщъыьэюяёӄӈ’
kqn	Latin	ABCDEFGHIJKLMNÑOPSTUVWYZabcdefghijklmnñopstuvwyz
kqs	Latin	ABCDEƐFGHIJKLMNOƆPSTUWYabcdeɛfghijklmnoɔpstuwy
krc	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁЎабвгдежзийклмнопрстуфхцчшщъыьэюяёў
kri	Latin	ABCDEƐFGHIJKLMNŊOƆPSTUVWYZabcdeɛfghijklmnŋoɔpstuvwyz
krl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÖČŠŽabcdefghijklmnopqrstuvwxyzäöčšž
ksb	Latin	ABCDEFGHIJKLMNOPSTUVWYZabcdefghijklmnopstuvwyz
ksf	Latin	ABCDEFGHIJKLMNOPRSTUVWYZÁÉÍÓÚŊƎƆƐabcdefghijklmnoprstuvwyzáéíóúŋǝɔɛ
ksh	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÄÅÆËÖÜĖŒŮabcdefghijklmnopqrstuvwxyzßäåæëöüėœů
kst	Latin	ABƁCDEƐFGHIƖJKLMNOƆPRSTUƲVWYZabɓcdeɛfghiɩjklmnoɔprstuʋvwyzÃẼÁÉÍÓÚãẽáéíóú
ktu	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
kua	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
kum	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁабвгдежзийклмнопрстуфхцчшщъыьэюяё
kus	Latin	ABDEƐFGHIƖKLMNŊOƆPRSTUƲWYZʼabdeɛfghiɩklmnŋoɔprstuʋwyzÃẼĨÕŨãẽĩõũ
kwi	Latin	AÃCEẼIĨƗJKLMNÑPRSTUŨVWYZaãceẽiĩɨjklmnñprstuũvwyz'
kwk	Latin	ABDEGHIKLMNOPSTUWXYZabdeghiklmnopstuwxyzƚǤǥȽʼḴḵ
kwk	Latin	abcdeghiklmnopqstuwxyłƛǧəʔʷλᶻ
kyu	Kayah Li	꤀꤁꤂꤃꤄꤅꤆꤇꤈꤉ꤊꤋꤌꤍꤎꤏꤐꤑꤒꤓꤔꤕꤖꤗꤘꤙꤚꤛꤜꤝꤞꤟꤠꤡꤢꤣꤤꤥ꤮꤯
lab	Linear A	𐘀𐘁𐘂𐘃𐘄𐘅𐘆𐘇𐘈𐘉𐘊𐘋𐘌𐘍𐘎𐘏𐘐𐘑𐘒𐘓𐘔𐘕𐘖𐘗𐘘𐘙𐘚𐘛𐘜𐘝𐘞𐘟𐘠𐘡𐘢𐘣𐘤𐘥𐘦𐘧𐘨𐘩𐘪𐘫𐘬𐘭𐘮𐘯𐘰𐘱𐘲𐘳𐘴𐘵𐘶𐘷𐘸𐘹𐘺𐘻𐘼𐘽𐘾𐘿𐙀𐙁𐙂𐙃𐙄𐙅𐙆𐙇𐙈𐙉𐙊𐙋𐙌𐙍𐙎𐙏𐙐𐙑𐙒𐙓𐙔𐙕𐙖𐙗𐙘𐙙𐙚𐙛𐙜𐙝𐙞𐙟𐙠𐙡𐙢𐙣𐙤𐙥𐙦𐙧𐙨𐙩𐙪𐙫𐙬𐙭𐙮𐙯𐙰𐙱𐙲𐙳𐙴𐙵𐙶𐙷𐙸𐙹𐙺𐙻𐙼𐙽𐙾𐙿𐚀𐚁𐚂𐚃𐚄𐚅𐚆𐚇𐚈𐚉𐚊𐚋𐚌𐚍𐚎𐚏𐚐𐚑𐚒𐚓𐚔𐚕𐚖𐚗𐚘𐚙𐚚𐚛𐚜𐚝𐚞𐚟𐚠𐚡𐚢𐚣𐚤𐚥𐚦𐚧𐚨𐚩𐚪𐚫𐚬𐚭𐚮𐚯𐚰𐚱𐚲𐚳𐚴𐚵𐚶𐚷𐚸𐚹𐚺𐚻𐚼𐚽𐚾𐚿𐛀𐛁𐛂𐛃𐛄𐛅𐛆𐛇𐛈𐛉𐛊𐛋𐛌𐛍𐛎𐛏𐛐𐛑𐛒𐛓𐛔𐛕𐛖𐛗𐛘𐛙𐛚𐛛𐛜𐛝𐛞𐛟𐛠𐛡𐛢𐛣𐛤𐛥𐛦𐛧𐛨𐛩𐛪𐛫𐛬𐛭𐛮𐛯𐛰𐛱𐛲𐛳𐛴𐛵𐛶𐛷𐛸𐛹𐛺𐛻𐛼𐛽𐛾𐛿𐜀𐜁𐜂𐜃𐜄𐜅𐜆𐜇𐜈𐜉𐜊𐜋𐜌𐜍𐜎𐜏𐜐𐜑𐜒𐜓𐜔𐜕𐜖𐜗𐜘𐜙𐜚𐜛𐜜𐜝𐜞𐜟𐜠𐜡𐜢𐜣𐜤𐜥𐜦𐜧𐜨𐜩𐜪𐜫𐜬𐜭𐜮𐜯𐜰𐜱𐜲𐜳𐜴𐜵𐜶𐝀𐝁𐝂𐝃𐝄𐝅𐝆𐝇𐝈𐝉𐝊𐝋𐝌𐝍𐝎𐝏𐝐𐝑𐝒𐝓𐝔𐝕𐝠𐝡𐝢𐝣𐝤𐝥𐝦𐝧
lad	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
lad	Hebrew	אב׳גדהוזחטיכךלמםנןסעפףצץקרשת
lag	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚƗɄabcdefghijklmnopqrstuvwxyzáéíóúɨʉ
lam	Latin	ACDƉEƎƐFHIƗƖKPLMNŊÑOƆRSTUƲWYacdɖeǝɛfhiɨɩkplmnŋñoɔrstuʋwy
lao	Lao	ກຂຄງຈສຊຍດຕຖທນບປຜຝພຟມຢຣລວຫອຮະາເແໂໃໄຽ
lat	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
lbe	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
lee	Latin	ABCDEƏƐFGHIJKLMNŊOƆPRSTUVWYZabcdeəɛfghijklmnŋoɔprstuvwyzÀÈÌǸÒÙÁÉÍŃÓÚǍĚǏǑǓÂÊÎÔÛÃẼĨÕŨṌṸàèìǹòùáéíńóúǎěǐǒǔâêîôûãẽĩõũṍṹ
lez	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӀабвгдежзийклмнопрстуфхцчшщъыьэюяёӏ
lia	Latin	ABCDEƐFGHIJKLMNŇŊOỌPQRSTUVWZabcdeɛfghijklmnňŋoọpqrstuvwz
lij	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÄÆÈÉÊËÌÍÎÏÒÓÔÖÙÚabcdefghijklmnopqrstuvwxyzàáâäæèéêëìíîïòóôöùú
lin	Latin	ABCDEFGHIKLMNOPRSTUVWYZÁÂÉÊÍÎÓÔÚĚǍǏǑƆƐabcdefghiklmnoprstuvwyzáâéêíîóôúěǎǐǒɔɛ
lit	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĄČĖĘĮŠŪŲŽabcdefghijklmnopqrstuvwxyząčėęįšūųž
lkt	Latin	ABEGHIKLMNOPSTUWYZÁÉÍÓÚČŊŠŽǦȞabeghiklmnopstuwyzáéíóúčŋšžǧȟʼ
lld	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÈÉÊËÌÎÒÓÔÖÙÛÜĆŚabcdefghijklmnopqrstuvwxyzàáâèéêëìîòóôöùûüćś
lmo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÈÉÌÍÒÓÔØÙÜabcdefghijklmnopqrstuvwxyzàáèéìíòóôøùü
lns	Latin	ABDEƏƐFGIJKLMNŊOƆSTUVWƔabdeəɛfgijklmnŋoɔstuvwɣ'
lob	Latin	ABƁCDEƐƎFGHIƖJKLMNOƆPRSTUƲVWⱲYƳabɓcdeɛǝfghiɩjklmnoɔprstuʋvwⱳyƴʼ
lot	Latin	ABCDEÊFGHIJKLMNŊOÔPQRSTUÛWYabcdeêfghijklmnŋoôpqrstuûwyʼ
loz	Latin	ABCDEFGHIJKLMNÑOPSTUWYZabcdefghijklmnñopstuwyzʼ
ltg	Latin	AĀBCČDEĒFGĢHIĪJKĶLĻMNŅOŌPRSŠTUŪVYZŽaābcčdeēfgģhiījkķlļmnņoōprsštuūvyzž
ltz	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÄÈÉÊËÎÔÖÛÜabcdefghijklmnopqrstuvwxyzßâäèéêëîôöûü
lua	Latin	ABCDEFGHIJKLMNOPSTUVWYZabcdefghijklmnopstuvwyz
lub	Latin	ABCDEFGHIJKLMNOPQSTUVWYZÀÁÈÉÌÍÒÓÙÚƆƐabcdefghijklmnopqstuvwyzàáèéìíòóùúɔɛ
lug	Latin	ABCDEFGIJKLMNOPRSTUVWYZŊabcdefgijklmnoprstuvwyzŋ
luo	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
lus	Latin	ABCDEFGHIJKLMNOPRSTṬUVWZabcdefghijklmnoprstṭuvwz
lvs	Latin	AĀBCČDEĒFGĢHIĪJKĶLĻMNŅOPRSŠTUŪVZŽaābcčdeēfgģhiījkķlļmnņoprsštuūvzž
lzz	Georgian	ᲐᲑᲒᲓᲔᲕᲖᲗᲘᲙᲚᲛᲜᲝᲞᲟᲠᲡᲢᲣᲤᲥᲦᲧᲨᲩᲪᲫᲬᲭᲮᲯᲰოჳ/უჲჶჸჷ
mad	Latin	ABCDḌEGHIJKLMNOPRSTṬUWÂabcdḍeghijklmnoprstṭuwâ
mad	Javanese	ꦄꦅꦆꦇꦈꦉꦊꦋꦌꦍꦎꦏꦐꦒꦓꦔꦕꦗꦚꦛꦝꦞꦟꦠꦢꦣꦤꦥꦦꦧꦨꦩꦪꦫꦭꦮꦯꦱꦲ
mag	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऎऒॳॴॵʼ‌‍ऽ
mah	Latin	AĀBDEIJKLĻMNŅOŌPRTUŪWaābdeijklļmnņoōprtuūw
mai	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलवशषसहऎऒॳॴॵʼऽ‌‍
mal	Malayalam	അആഇഈഉഊഋഌഎഏഐഒഓഔകഖഗഘങചഛജഝഞടഠഡഢണതഥദധനപഫബഭമയരറലളഴവശഷസഹൠൡൺൻർൽൾൿ
mam	Latin	ABCEIJKLMNOPQRSTUWXẌYabceijklmnopqrstuwxẍy'
mar	Devanagari	अआइईउऊऋएऐओऔकखगघङचछजझञटठडढणतथदधनपफबभमयरलळवशषसह‌‍ऽ
mas	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÈÉÊÌÍÎƆƐƗɄÒÓÔÙÚÛŊabcdefghijklmnopqrstuvwxyzàáâèéêìíîɔɛɨʉòóôùúûŋ
maz	Latin	ABCDEGHIJLMNÑOPRSTUVXZȺɆɄabcdeghijlmnñoprstuvxz'ⱥɇʉ
mcd	Latin	ABCDEFHIKMNOPRSTUWXYÃẼĨÏƗÕČŠabcdefhikmnoprstuwxyãẽĩïɨõčš
mcf	Latin	ABCEGHIJLMNOPQRSTUYĀĒĪŌŪabceghijlmnopqrstuy'āēīōū
mcn	Latin	ABƁCDƊEFGHꞪIJKLMNŊOPRSTUVWYZabcdefghɦijklmnŋoprstuvwyz
mdf	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁабвгдежзийклмнопрстуфхцчшщъыьэюяё
men	Latin	ABDEƐFGHIJKLMNOƆPSTUVWYabdeɛfghijklmnoɔpstuvwy
mer	Latin	ABCDEGHIJKLMNORTUWYÎÛabcdeghijklmnortuwyîû
mey	Latin	ABCDEFGHIJKLMNOQRSTUVWXYZabcdefghijklmnoqrstuvwxyzËÑëñŜŝŦŧŻżʼḌḍḤḥṢṣṬṭẊẋẒẓ
mey	Arabic	يوهنملكقفغعظطضصشسزرذدخحجثتباةء
mfe	Latin	ABCDEFGHIJKLMNOPRSTUVWXYZabcdefghijklmnoprstuvwxyz
mfq	Latin	ABCDEƐFGHIJKLMNŊOƆPRSTUWYabcdeɛfghijklmnŋoɔprstuwy
mfq	Latin	AÃBCDEẼƐFGHIĨƖJKLMNŊOÕƆPSTRUVWYaãbcdeẽɛfghiĩɩjklmnŋoõɔpstruvwy
mfv	Latin	ABCDEFGHIJKLMNOPRSTUWYZabcdefghijklmnoprstuwyzÁËÍÑÓÚáëíñóúŊŋŜŝŢţ
mgh	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
mgo	Latin	ABCDEFGHIJKMNOPRSTUWYZÀÈÌÒÙŊƆƏƗabcdefghijkmnoprstuwyzàèìòùŋɔəɨʼ
mhr	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁҤӦӰабвгдежзийклмнопрстуфхцчшщъыьэюяёҥӧӱ
mic	Latin	AEIJKLMNOPQSTUWYÁÉÍƗÓÚaeijklmnopqstuwy'áéíɨóú
min	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
miq	Latin	ABDHIJKLMNOPRSTUWZÂÎÍabdhijklmnoprstuwzâîí
mkd	Cyrillic	АБВГДЕЖЗИКЛМНОПРСТУФХЦЧШЃЅЈЉЊЌЏабвгдежзиклмнопрстуфхцчшѓѕјљњќџ
mlg	Latin	ABDEFGHIJKLMNOPRSTVYZÀÂÈÉÊËÌÎÏÑÔabdefghijklmnoprstvyzàâèéêëìîïñô
mlg	Latin	ABDEFGHIJKLMNOPRSTVYZÀÂÈÉÊËÌÎÏÔabdefghijklmnoprstvyzàâèéêëìîïô
mlt	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÈÌÎÒÙĊĠĦŻabcdefghijklmnopqrstuvwxyzàèìîòùċġħż
mni	Bengali	অআইউএঐওঔকখগঘঙচজঝঞতথদধনপফবভমৰরলৱসহ
mnk	Latin	ABCDEFGHIJKLMNOPRSTUWYabcdefghijklmnoprstuwyÑñŊŋ
mns	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӇӢӮабвгдежзийклмнопрстуфхцчшщъыьэюяёӈӣӯ
mnw	Burmese	ကခဂဃငစဆဇဈဉညဋဌဍဎဏတထဒဓနပဖဗဘမယရလဝသဟဠအဢဣဤဥဦဧဨဩဪဿ၀၁၂၃၄၅၆၇၈၉၊။၌၍၎၏ၐၑၒၓၔၕၚၛၜၝၡၥၦၮၯၰၵၶၷၸၹၺၻၼၽၾၿႀႁႎ႐႑႒႓႔႕႖႗႘႙႞႟
moe	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÂÎÛabcdefghijklmnopqrstuvwxyzâîûᵘ
moh	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÀÉÈÍÌÓÒÚÙabcdefghijklmnopqrstuvwxyzáàéèíìóòúù’
mos	Latin	ABDEƐFGHIƖLMNOPRSTUVƲWYZabdeɛfghiɩlmnoprstuvʋwyz'
mql	Latin	ABCDEƐFHIKMNOƆPSTUWYÁÉÍÓÚĀĒĪŌŪḬṴḾŃabcdeɛfhikmnoɔpstuwyáéíóúāēīōūḭṵḿń
mqm	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚabcdefghijklmnopqrstuvwxyzáéíóúʻ
mri	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĀĒĪŌŪabcdefghijklmnopqrstuvwxyzāēīōū
mrj	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁӒӦӰӸабвгдежзийклмнопрстуфхцчшщъыьэюяёӓӧӱӹ
mrq	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÉÍÓÚabcdefghijklmnopqrstuvwxyzáéíóúʻ
mto	Latin	ACHDEGIJMNOPQSTUVXYachdegijmnopqstuvxy
mua	Latin	ABCDEFGHIJKLMNOPRSTUVWYZÃẼÕĨŊƎƏƁƊṼabcdefghijklmnoprstuvwyzãẽõĩŋǝəɓɗṽ
mus	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZĒabcdefghijklmnopqrstuvwxyzē
mwf	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
mwl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÁÇÉÊÍÓÔÚŨabcdefghijklmnopqrstuvwxyzáçéêíóôúũ
mwp	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁĂĀÈÉËĔĒÌÍĬĪÒÓŎŌŒÙÚŬŪabcdefghijklmnopqrstuvwxyzàáăāèéëĕēìíĭīòóŏōœùúŭū
mwp	Latin	AĂĀBDEĔĒGIĬĪKLMNOŎŌÒÖËŒPFRSTUŬŪWYZJaă­ābdeĕēgiĭīklmnoŏōòöëœpfrstuŭūwyzj
mwp	Latin	ABDEGIKLMNOPRSTUWYZabdegiklmnoprstuwyz
mwp	Latin	ABDEGKLMNOŒPRSTUWYZÒÖabdegklmnoœprstuwyzòö
mwp	Latin	AÁBDEÉGIÍKLMNOÓÒŒPRSTUÙÚWYZaábdeégiíklmnoóòœprstuùúwyz
mxv	Latin	ACDEGIƗJKLMNÑOPRSTUVXYacdegiɨjklmnñoprstuvxy'
mya	Burmese	ကခဂဃငစဆဇဈဉညဋဌဍဎဏတထဒဓနပဖဗဘမယရလဝသဣဤဥဦဧဩဪ
myk	Latin	ABCDEƐFGHIJKLMNƝŊOPRSTUVWXYZabcdeɛfghijklmnɲŋoɔprstuvwxyzÀÈÌÒÙÁÉÍàèìòùáéí
myv	Cyrillic	АБВГДЕЖЗИЙКЛМНОПРСТУФХЦЧШЩЪЫЬЭЮЯЁабвгдежзийклмнопрстуфхцчшщъыьэюяё
mzi	Latin	ABCEFIJKLMNOPRSTUXYZabcefijklmnoprstuxyz'
nag	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
nap	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZÀÁÂÈÉÊÌÍÎÒÓÔÙÚÛabcdefghijklmnopqrstuvwxyzàáâèéêìíîòóôùúû
naq	Latin	ABCDEFGHIKMNOPQRSTUWXYZÀÁĀÄÂÃÉÈÊËẼĒÌÍĪÏĨÒÓÕÖÔŌÙÚŨÜÛŪabcdefghikmnopqrstuwxyzàáāäâãéèêëẽēìíīïĩòóõöôōùúũüûūǀǁǂǃ
nav	Latin	AĄBCDEĘGHIĮJKLŁMNOǪSTWXYZaáąbcdeéęghiíįjklłmnoóǫstwxyzʼ
nba	Latin	ABDEƐFGHIJKLMNŊOƆPSTUWZabdeɛfghijklmnŋoɔpstuwz
nbl	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
nde	Latin	ABCDEFGHIJKLMNOPQRSTUVWXYZabcdefghijklmnopqrstuvwxyz
